Date,Adj Close,Returns
,MSFT,
2024-01-08,385.5866394042969,0.05634266530969967
2024-01-15,395.7109069824219,0.026256790416198772
2024-01-22,400.931884765625,0.013193919326148551
2024-01-29,408.1677551269531,0.018047630124398806
2024-02-05,417.4284973144531,0.022688568783733487
2024-02-12,401.0608825683594,-0.03921058301336777
2024-02-19,408.0474853515625,0.017420304713991364
2024-02-26,413.17864990234375,0.012574920162442327
2024-03-04,403.95050048828125,-0.022334526278750433
2024-03-11,414.0935363769531,0.025109600994209336
2024-03-18,426.3446960449219,0.029585488764587664
2024-03-25,418.3695068359375,-0.018705965578950434
2024-04-01,423.1426696777344,0.011408964477109151
2024-04-08,419.54290771484375,-0.008507206247084897
2024-04-15,396.8901672363281,-0.053993858701843034
2024-04-22,404.0499572753906,0.01803972642839291
2024-04-29,404.3880310058594,0.0008367126994603957
2024-05-06,412.4228820800781,0.019869161444351358
2024-05-13,417.8623046875,0.013188944754926935
2024-05-20,428.5283203125,0.025525192163424748
2024-05-27,413.5553283691406,-0.034940495723690956
2024-06-03,422.24224853515625,0.021005460624271333
2024-06-10,440.8912353515625,0.04416655813363857
2024-06-17,448.0738830566406,0.01629120093383296
2024-06-24,445.254638671875,-0.006291918568280486
2024-07-01,465.78643798828125,0.04611248830028902
2024-07-08,451.8295593261719,-0.029964115577063022
2024-07-15,435.4519348144531,-0.03624735074027308
2024-07-22,423.6568298339844,-0.02708704230581649
2024-07-29,406.9405212402344,-0.03945719133172132
2024-08-05,404.4798583984375,-0.006046738315214961
2024-08-12,416.88262939453125,0.03066350706609544
2024-08-19,415.9573974609375,-0.002219406298932469
2024-08-26,416.30670166015625,0.0008397595555480475
2024-09-02,400.8975524902344,-0.03701393493900762
2024-09-09,429.7298278808594,0.07191931008690133
2024-09-16,434.4004821777344,0.010868815692658629
2024-09-23,427.1649475097656,-0.016656368868873228
2024-09-30,415.2288513183594,-0.027942592811020295
2024-10-07,415.48834228515625,0.0006249348184090842
2024-10-14,417.3246765136719,0.004419700967819962
2024-10-21,427.2947082519531,0.02389034796976497
2024-10-28,409.55023193359375,-0.04152748905071013
2024-11-04,421.6959228515625,0.029656169062890703
2024-11-11,414.1709899902344,-0.017844452491841856
2024-11-18,416.1669921875,0.0048192708941605655
2024-11-25,423.4599914550781,0.017524213607724937
2024-12-02,443.57000732421875,0.04748976591634846
2024-12-09,447.2699890136719,0.008341370309892682
2024-12-16,451.5899963378906,0.009658612091871577
